Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing
False,False,31,True,1.0,Low,5.0,False,False,False,False,False,True,False,False,False
True,False,35,True,3.0,Low,6.0,False,False,False,False,False,True,False,False,False
False,False,40,True,8.0,Low,3.0,False,False,False,False,False,True,False,False,False
False,True,69,False,0.0,Average,3.0,True,False,False,False,False,False,False,False,False
True,True,46,True,1.0,Low,4.0,True,False,False,False,False,False,False,False,False
True,True,63,True,0.0,Low,2.0,False,False,False,False,False,False,False,False,True
False,True,61,True,1.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,False,50,False,1.0,Low,1.0,False,False,True,False,False,False,False,False,False
False,True,53,True,0.0,High,3.0,True,False,False,False,False,False,False,False,False
True,True,35,True,0.0,Average,2.0,False,False,True,False,False,False,False,False,False
False,False,19,False,7.0,Low,3.0,False,False,False,False,False,True,False,False,False
False,False,26,False,3.0,Low,4.0,False,False,False,False,False,True,False,False,False
True,True,38,False,0.0,Average,4.0,False,False,True,False,False,False,False,False,False
True,False,26,False,1.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,39,True,0.0,High,3.0,False,False,False,False,False,True,False,False,False
False,True,39,True,1.0,Low,4.0,False,False,False,True,False,False,False,False,False
True,False,45,True,2.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,47,False,0.0,Average,4.0,False,False,False,True,False,False,False,False,False
True,False,30,True,0.0,Low,5.0,False,False,False,True,False,False,False,False,False
False,True,48,False,5.0,High,2.0,False,False,False,False,True,False,False,False,False
True,True,76,True,0.0,Low,2.0,False,False,False,False,False,False,False,False,True
False,True,71,True,0.0,Low,2.0,False,False,False,True,False,False,False,False,False
True,False,41,True,0.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,57,True,1.0,Average,5.0,True,False,False,False,False,False,False,False,False
False,True,49,False,0.0,Low,1.0,False,False,False,True,False,False,False,False,False
False,True,21,False,1.0,High,8.0,False,False,False,False,False,True,False,False,False
False,False,18,False,0.0,Low,3.0,False,False,False,False,False,True,False,False,False
True,False,33,False,8.0,Low,1.0,False,False,False,False,False,False,True,False,False
False,True,53,True,1.0,Low,3.0,False,False,False,True,False,False,False,False,False
False,True,55,True,1.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,True,73,True,0.0,High,4.0,False,False,False,False,False,False,False,True,False
False,True,59,True,0.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,False,38,True,0.0,Low,2.0,False,False,False,True,False,False,False,False,False
True,False,42,True,0.0,Low,2.0,True,False,False,False,False,False,False,False,False
True,True,83,True,1.0,High,2.0,False,False,False,False,False,False,False,True,False
False,True,46,False,0.0,Average,4.0,True,False,False,False,False,False,False,False,False
False,True,37,True,8.0,Average,2.0,False,False,False,True,False,False,False,False,False
True,True,42,False,1.0,Low,3.0,False,False,True,False,False,False,False,False,False
False,True,71,True,0.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,False,18,False,7.0,Low,3.0,False,False,False,False,False,True,False,False,False
True,False,41,True,4.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,27,True,0.0,Low,5.0,False,False,False,False,False,True,False,False,False
True,False,53,False,1.0,Low,1.0,False,False,False,True,False,False,False,False,False
True,False,28,False,0.0,Low,3.0,False,False,False,False,False,True,False,False,False
False,False,18,False,0.0,Low,2.0,False,True,False,False,False,False,False,False,False
False,False,19,False,2.0,Low,4.0,False,False,False,False,False,True,False,False,False
True,False,32,False,0.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,False,30,False,1.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,False,36,True,0.0,Low,1.0,False,True,False,False,False,False,False,False,False
False,True,82,True,5.0,High,2.0,False,False,False,False,False,False,False,True,False
False,False,45,True,1.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,27,True,9.0,Low,4.0,False,False,False,True,False,False,False,False,False
True,False,18,False,1.0,Low,5.0,False,False,False,False,False,True,False,False,False
False,True,22,False,1.0,Low,4.0,False,True,False,False,False,False,False,False,False
True,False,22,False,2.0,Low,6.0,False,False,False,False,False,True,False,False,False
True,False,42,False,8.0,Low,1.0,False,False,False,False,False,False,True,False,False
False,True,69,False,1.0,Low,1.0,False,True,False,False,False,False,False,False,False
True,True,43,True,8.0,High,2.0,False,False,False,False,False,False,True,False,False
True,True,89,False,3.0,High,2.0,False,False,False,False,False,False,False,True,False
True,False,26,False,1.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,False,43,True,1.0,Low,3.0,True,False,False,False,False,False,False,False,False
False,True,30,True,1.0,Average,2.0,False,False,False,True,False,False,False,False,False
True,True,60,True,0.0,Low,2.0,False,False,False,False,True,False,False,False,False
True,True,38,True,7.0,High,4.0,False,True,False,False,False,False,False,False,False
False,True,45,True,0.0,Average,2.0,False,False,False,True,False,False,False,False,False
False,False,20,False,3.0,Low,4.0,False,False,False,False,False,True,False,False,False
True,True,51,True,9.0,Low,1.0,False,False,False,False,False,False,False,False,True
False,True,36,True,1.0,Average,4.0,False,False,False,True,False,False,False,False,False
True,False,41,False,9.0,Low,3.0,False,False,False,False,False,False,False,False,True
True,False,30,True,9.0,Low,1.0,True,False,False,False,False,False,False,False,False
True,False,23,False,0.0,Low,5.0,False,False,False,False,False,False,True,False,False
False,True,39,True,4.0,Low,2.0,False,False,False,False,False,True,False,False,False
False,True,63,True,0.0,Average,4.0,True,False,False,False,False,False,False,False,False
False,True,60,True,1.0,Average,3.0,True,False,False,False,False,False,False,False,False
False,False,20,False,1.0,Low,3.0,False,False,False,False,False,True,False,False,False
True,True,89,False,1.0,High,2.0,False,False,False,False,False,False,False,True,False
False,False,43,True,1.0,Low,4.0,False,False,False,False,True,False,False,False,False
True,True,70,False,3.0,High,2.0,False,False,False,False,False,False,False,True,False
False,False,35,True,9.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,42,True,0.0,High,2.0,True,False,False,False,False,False,False,False,False
False,True,39,True,6.0,Average,2.0,False,True,False,False,False,False,False,False,False
True,True,29,True,0.0,Low,2.0,False,False,False,False,False,True,False,False,False
True,True,74,False,1.0,Low,1.0,False,False,False,False,False,False,False,True,False
False,True,41,True,1.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,True,51,True,0.0,Average,4.0,False,False,False,True,False,False,False,False,False
False,True,50,True,1.0,High,3.0,False,False,False,False,True,False,False,False,False
False,False,23,False,0.0,Low,3.0,False,False,False,False,False,False,False,False,True
False,False,36,True,9.0,Low,3.0,True,False,False,False,False,False,False,False,False
False,False,36,True,8.0,Low,1.0,True,False,False,False,False,False,False,False,False
True,True,50,True,1.0,Low,2.0,False,True,False,False,False,False,False,False,False
True,False,37,False,1.0,Low,1.0,False,False,False,False,False,True,False,False,False
False,True,65,True,0.0,High,4.0,False,False,False,False,True,False,False,False,False
True,False,26,True,0.0,Low,1.0,False,False,False,False,False,True,False,False,False
False,True,55,True,1.0,Low,3.0,False,False,False,True,False,False,False,False,False
False,True,65,True,0.0,High,2.0,False,False,False,False,True,False,False,False,False
True,True,72,True,1.0,High,2.0,False,False,False,False,False,False,False,True,False
False,True,51,True,7.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,False,25,True,1.0,Low,5.0,True,False,False,False,False,False,False,False,False
False,True,38,False,0.0,High,3.0,False,False,False,False,True,False,False,False,False
True,False,39,True,0.0,Low,3.0,True,False,False,False,False,False,False,False,False
True,True,62,True,0.0,High,2.0,True,False,False,False,False,False,False,False,False
True,True,37,True,4.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,False,28,False,3.0,Low,7.0,False,False,True,False,False,False,False,False,False
True,False,32,True,1.0,Low,6.0,False,False,False,False,False,False,False,False,True
False,False,31,True,14.0,Low,2.0,False,True,False,False,False,False,False,False,False
True,False,31,False,1.0,Low,3.0,False,False,False,False,False,True,False,False,False
False,True,67,True,1.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,False,72,True,0.0,Low,1.0,False,False,False,False,False,False,False,True,False
True,True,57,False,0.0,Low,3.0,False,False,True,False,False,False,False,False,False
False,True,36,True,4.0,Average,2.0,False,False,False,True,False,False,False,False,False
True,False,21,False,9.0,Low,1.0,False,False,False,False,False,False,True,False,False
False,True,47,False,1.0,Average,5.0,False,False,False,True,False,False,False,False,False
True,False,25,True,8.0,Low,3.0,False,False,False,True,False,False,False,False,False
True,True,41,False,9.0,Average,2.0,False,False,True,False,False,False,False,False,False
False,False,29,True,0.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,False,21,False,0.0,Low,3.0,False,False,False,False,False,True,False,False,False
False,True,66,True,0.0,Low,1.0,False,False,False,False,False,False,False,True,False
False,True,27,True,10.0,Low,2.0,False,False,False,True,False,False,False,False,False
False,True,52,True,4.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,46,True,1.0,Average,3.0,True,False,False,False,False,False,False,False,False
True,False,23,False,0.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,False,27,True,0.0,Low,5.0,False,False,False,True,False,False,False,False,False
True,True,52,True,1.0,Low,3.0,False,True,False,False,False,False,False,False,False
False,True,65,False,0.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,True,59,False,1.0,Low,2.0,False,False,False,True,False,False,False,False,False
True,True,45,True,0.0,Low,1.0,False,False,False,False,False,False,False,True,False
True,True,61,False,1.0,High,3.0,False,False,True,False,False,False,False,False,False
True,True,53,True,1.0,Average,4.0,True,False,False,False,False,False,False,False,False
True,True,37,True,1.0,Average,2.0,False,True,False,False,False,False,False,False,False
False,True,63,True,0.0,High,5.0,False,False,False,False,True,False,False,False,False
True,True,50,True,1.0,Low,3.0,True,False,False,False,False,False,False,False,False
True,True,62,True,1.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,True,49,True,1.0,Average,8.0,True,False,False,False,False,False,False,False,False
False,True,46,True,6.0,Average,3.0,False,False,False,False,False,False,True,False,False
False,True,53,True,1.0,High,4.0,False,False,False,False,True,False,False,False,False
True,True,42,True,2.0,High,2.0,True,False,False,False,False,False,False,False,False
True,True,28,True,0.0,Low,1.0,True,False,False,False,False,False,False,False,False
True,True,49,True,1.0,Average,4.0,False,False,True,False,False,False,False,False,False
False,True,35,True,1.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,True,58,True,0.0,High,2.0,False,False,False,False,False,False,False,True,False
False,True,41,False,8.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,True,32,True,9.0,Average,2.0,False,False,False,True,False,False,False,False,False
False,False,33,False,0.0,Low,2.0,False,False,False,True,False,False,False,False,False
False,True,69,False,0.0,Low,5.0,False,False,False,True,False,False,False,False,False
True,False,31,False,6.0,Low,4.0,False,True,False,False,False,False,False,False,False
True,False,39,False,4.0,Low,3.0,False,False,True,False,False,False,False,False,False
True,False,21,False,1.0,Low,5.0,False,False,False,False,False,True,False,False,False
True,True,41,True,9.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,49,True,1.0,Average,4.0,True,False,False,False,False,False,False,False,False
True,True,38,True,0.0,Average,2.0,False,False,False,False,True,False,False,False,False
True,True,52,True,9.0,Low,4.0,True,False,False,False,False,False,False,False,False
True,False,46,True,6.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,False,28,False,4.0,Low,3.0,False,True,False,False,False,False,False,False,False
True,True,55,True,0.0,High,5.0,True,False,False,False,False,False,False,False,False
True,False,41,True,1.0,Low,1.0,False,False,False,False,False,True,False,False,False
False,True,47,False,0.0,High,2.0,False,False,False,False,True,False,False,False,False
False,True,52,True,0.0,Low,3.0,True,False,False,False,False,False,False,False,False
True,True,45,True,4.0,High,4.0,True,False,False,False,False,False,False,False,False
False,True,78,True,1.0,Low,1.0,False,False,False,False,False,False,False,True,False
False,True,38,False,0.0,High,4.0,False,True,False,False,False,False,False,False,False
True,True,50,True,1.0,Average,4.0,True,False,False,False,False,False,False,False,False
True,True,53,True,8.0,High,4.0,False,False,True,False,False,False,False,False,False
False,False,43,True,1.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,59,True,1.0,Average,3.0,True,False,False,False,False,False,False,False,False
True,False,38,False,8.0,Low,2.0,False,False,False,True,False,False,False,False,False
False,True,42,True,2.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,True,65,True,0.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,True,79,True,0.0,Low,2.0,False,False,False,False,False,False,False,True,False
True,False,41,True,1.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,42,True,9.0,Low,2.0,False,False,False,True,False,False,False,False,False
False,True,49,True,1.0,Average,2.0,False,True,False,False,False,False,False,False,False
False,True,58,True,1.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,True,69,True,0.0,High,3.0,False,False,False,False,False,False,False,True,False
True,False,35,True,3.0,Low,1.0,True,False,False,False,False,False,False,False,False
True,True,47,False,0.0,High,2.0,False,False,True,False,False,False,False,False,False
True,False,25,True,12.0,Low,1.0,False,False,False,False,False,False,False,False,True
True,True,38,True,0.0,Low,2.0,False,False,False,False,False,False,True,False,False
True,False,25,False,8.0,Low,3.0,False,False,True,False,False,False,False,False,False
False,True,76,False,0.0,Low,1.0,False,False,False,False,False,False,False,True,False
True,False,23,False,0.0,Low,5.0,False,False,False,False,False,True,False,False,False
True,True,49,True,0.0,Average,3.0,True,False,False,False,False,False,False,False,False
True,True,71,True,1.0,High,2.0,True,False,False,False,False,False,False,False,False
True,False,39,False,0.0,Low,3.0,False,False,True,False,False,False,False,False,False
True,False,41,True,8.0,Low,3.0,True,False,False,False,False,False,False,False,False
True,True,27,False,10.0,Low,1.0,False,False,False,False,False,False,True,False,False
True,True,35,True,2.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,True,49,False,0.0,Low,1.0,False,False,True,False,False,False,False,False,False
False,True,42,False,9.0,Low,3.0,False,False,True,False,False,False,False,False,False
False,False,39,True,0.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,68,True,8.0,Low,1.0,False,False,False,False,False,False,False,True,False
False,True,57,True,1.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,False,38,True,0.0,Low,1.0,True,False,False,False,False,False,False,False,False
True,True,35,False,2.0,Average,5.0,False,False,True,False,False,False,False,False,False
True,True,41,True,0.0,Low,3.0,False,False,False,False,False,False,False,False,True
False,True,40,True,0.0,Average,4.0,True,False,False,False,False,False,False,False,False
False,True,53,True,0.0,Average,4.0,True,False,False,False,False,False,False,False,False
True,True,38,True,8.0,Average,3.0,False,False,False,False,False,False,True,False,False
True,True,68,False,0.0,Low,2.0,False,False,False,False,False,False,False,False,True
False,False,30,False,1.0,Low,2.0,False,False,False,False,True,False,False,False,False
False,True,52,False,4.0,Average,5.0,False,False,False,True,False,False,False,False,False
False,True,80,True,1.0,Low,1.0,False,False,False,False,False,False,False,True,False
True,False,31,True,1.0,Low,7.0,False,False,False,False,False,True,False,False,False
False,True,87,False,0.0,High,2.0,False,False,False,False,True,False,False,False,False
False,False,23,False,1.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,False,45,True,5.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,36,True,9.0,Average,4.0,True,False,False,False,False,False,False,False,False
False,True,41,False,1.0,High,2.0,False,False,False,False,True,False,False,False,False
True,True,48,True,0.0,Low,4.0,True,False,False,False,False,False,False,False,False
False,True,70,True,1.0,High,5.0,False,False,False,False,True,False,False,False,False
True,True,84,True,3.0,High,2.0,False,False,False,False,False,False,False,True,False
False,True,39,True,11.0,Average,2.0,False,False,False,False,False,True,False,False,False
True,False,39,True,0.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,50,True,1.0,Average,4.0,True,False,False,False,False,False,False,False,False
False,True,40,True,1.0,Low,5.0,False,True,False,False,False,False,False,False,False
False,True,38,True,4.0,Average,3.0,True,False,False,False,False,False,False,False,False
False,True,71,False,1.0,High,2.0,False,False,False,False,False,False,False,True,False
True,False,35,True,10.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,27,True,5.0,Low,5.0,False,False,False,False,False,True,False,False,False
False,True,33,False,8.0,Average,3.0,False,False,False,False,False,True,False,False,False
False,True,74,True,1.0,High,2.0,False,False,False,False,False,False,False,True,False
False,False,20,False,0.0,Low,2.0,False,False,False,False,False,False,False,False,True
True,True,30,False,1.0,High,4.0,False,False,False,True,False,False,False,False,False
False,False,22,False,0.0,Low,4.0,False,True,False,False,False,False,False,False,False
True,False,43,True,9.0,Low,1.0,False,False,False,False,False,False,True,False,False
False,False,36,True,11.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,False,29,True,4.0,Low,2.0,False,False,False,False,False,True,False,False,False
True,False,43,True,0.0,Low,6.0,False,False,False,True,False,False,False,False,False
False,False,38,True,7.0,Low,1.0,False,False,False,True,False,False,False,False,False
True,True,40,True,5.0,High,5.0,True,False,False,False,False,False,False,False,False
True,True,68,True,9.0,High,4.0,False,False,False,False,False,False,False,True,False
True,False,35,True,9.0,Low,2.0,False,False,False,True,False,False,False,False,False
True,False,23,False,7.0,Low,4.0,False,True,False,False,False,False,False,False,False
False,False,50,True,1.0,Low,1.0,True,False,False,False,False,False,False,False,False
True,False,32,True,0.0,Low,5.0,False,True,False,False,False,False,False,False,False
False,True,59,True,9.0,Low,1.0,False,False,False,True,False,False,False,False,False
True,False,30,True,3.0,Low,5.0,False,False,False,False,False,True,False,False,False
True,False,35,True,0.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,False,48,True,1.0,Low,2.0,False,False,False,False,False,True,False,False,False
False,False,29,False,9.0,Low,4.0,False,False,False,False,False,True,False,False,False
True,True,40,True,1.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,True,38,True,1.0,Average,3.0,True,False,False,False,False,False,False,False,False
False,True,36,False,0.0,Low,1.0,False,False,True,False,False,False,False,False,False
False,False,20,False,0.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,False,29,False,6.0,Low,3.0,False,False,False,False,False,True,False,False,False
False,True,42,False,3.0,High,3.0,False,False,False,False,True,False,False,False,False
True,True,35,True,1.0,Low,1.0,False,False,False,True,False,False,False,False,False
True,True,37,False,1.0,Average,6.0,False,False,True,False,False,False,False,False,False
True,True,52,False,0.0,Average,4.0,True,False,False,False,False,False,False,False,False
False,False,53,True,0.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,True,30,False,9.0,High,6.0,True,False,False,False,False,False,False,False,False
True,True,65,True,1.0,Low,2.0,True,False,False,False,False,False,False,False,False
True,False,23,False,1.0,Low,3.0,False,False,False,False,False,True,False,False,False
True,False,32,False,0.0,Low,3.0,False,False,False,True,False,False,False,False,False
True,False,36,True,9.0,Low,1.0,False,False,False,False,False,False,True,False,False
False,False,27,False,1.0,Low,3.0,False,False,False,True,False,False,False,False,False
False,True,36,True,0.0,Low,2.0,False,False,False,False,True,False,False,False,False
False,False,37,True,12.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,False,29,False,0.0,Low,3.0,False,False,False,True,False,False,False,False,False
False,False,29,True,0.0,Low,5.0,False,False,False,False,True,False,False,False,False
False,False,27,True,1.0,Low,6.0,False,True,False,False,False,False,False,False,False
True,False,35,True,2.0,Low,1.0,False,False,True,False,False,False,False,False,False
False,False,40,True,1.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,False,37,True,6.0,Low,4.0,False,False,False,True,False,False,False,False,False
False,False,19,False,0.0,Low,5.0,False,False,False,False,False,True,False,False,False
False,False,29,True,0.0,Low,4.0,False,False,False,False,False,True,False,False,False
True,True,53,True,0.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,False,26,False,4.0,Low,1.0,False,False,True,False,False,False,False,False,False
True,False,30,True,0.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,False,30,False,1.0,Low,2.0,False,False,False,True,False,False,False,False,False
False,True,69,False,1.0,High,3.0,False,False,False,False,True,False,False,False,False
False,True,57,True,0.0,Low,1.0,True,False,False,False,False,False,False,False,False
True,True,56,True,4.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,False,27,True,8.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,False,21,False,0.0,Low,6.0,False,False,False,False,False,True,False,False,False
True,True,71,True,0.0,High,4.0,True,False,False,False,False,False,False,False,False
True,False,39,True,8.0,Low,4.0,False,False,False,True,False,False,False,False,False
True,True,87,True,1.0,High,2.0,False,False,False,False,False,False,False,True,False
False,True,59,False,6.0,Average,3.0,False,False,False,True,False,False,False,False,False
False,False,32,True,8.0,Low,1.0,False,False,False,False,False,False,False,False,True
False,True,40,False,7.0,Low,4.0,False,False,False,False,True,False,False,False,False
True,True,58,True,0.0,High,3.0,True,False,False,False,False,False,False,False,False
True,False,31,True,0.0,Low,9.0,False,False,False,False,False,False,False,False,True
False,False,35,False,0.0,Low,4.0,False,False,False,False,False,False,False,False,True
True,True,46,True,8.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,True,69,True,1.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,True,69,True,0.0,High,3.0,False,True,False,False,False,False,False,False,False
True,True,45,True,3.0,Average,5.0,False,False,False,True,False,False,False,False,False
False,True,38,True,0.0,Low,4.0,True,False,False,False,False,False,False,False,False
False,True,39,True,5.0,High,3.0,False,False,False,False,True,False,False,False,False
True,False,23,False,2.0,Low,5.0,False,False,False,False,False,True,False,False,False
True,True,58,False,0.0,Average,6.0,False,False,True,False,False,False,False,False,False
False,True,84,True,0.0,High,2.0,False,False,False,True,False,False,False,False,False
False,True,35,True,5.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,False,22,False,1.0,Low,2.0,False,False,False,False,False,True,False,False,False
False,False,23,False,0.0,Low,2.0,False,False,False,False,False,True,False,False,False
True,False,41,True,3.0,Low,3.0,True,False,False,False,False,False,False,False,False
False,True,50,True,4.0,High,3.0,False,False,False,False,True,False,False,False,False
False,True,50,True,0.0,High,4.0,False,False,False,False,True,False,False,False,False
True,False,28,True,8.0,Low,1.0,False,False,False,False,False,False,True,False,False
True,True,37,True,1.0,Average,2.0,False,True,False,False,False,False,False,False,False
False,True,73,False,1.0,High,2.0,False,False,False,False,True,False,False,False,False
False,True,50,True,1.0,High,3.0,False,False,False,False,True,False,False,False,False
True,True,32,True,4.0,High,2.0,True,False,False,False,False,False,False,False,False
True,False,39,True,2.0,Low,1.0,False,True,False,False,False,False,False,False,False
False,False,43,True,1.0,Low,4.0,False,True,False,False,False,False,False,False,False
True,False,33,True,5.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,True,61,True,1.0,Average,3.0,True,False,False,False,False,False,False,False,False
True,True,70,True,0.0,Average,2.0,False,True,False,False,False,False,False,False,False
False,True,66,True,1.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,True,72,True,0.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,71,True,0.0,High,2.0,True,False,False,False,False,False,False,False,False
False,False,18,False,8.0,Low,9.0,False,False,False,False,False,True,False,False,False
False,True,33,False,1.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,False,28,True,9.0,Low,1.0,True,False,False,False,False,False,False,False,False
True,True,27,True,11.0,Average,2.0,False,False,False,False,False,False,False,False,True
True,True,38,False,1.0,Low,5.0,False,False,True,False,False,False,False,False,False
False,True,63,True,0.0,Average,7.0,True,False,False,False,False,False,False,False,False
False,True,70,True,0.0,High,3.0,False,False,False,False,False,False,False,True,False
True,False,26,True,10.0,Low,1.0,False,False,False,False,False,True,False,False,False
False,True,36,False,1.0,Low,2.0,False,False,False,True,False,False,False,False,False
True,True,47,True,0.0,Low,3.0,True,False,False,False,False,False,False,False,False
False,False,28,False,9.0,Low,2.0,False,False,False,True,False,False,False,False,False
True,False,26,True,1.0,Low,5.0,False,False,False,True,False,False,False,False,False
False,False,20,False,1.0,Low,3.0,False,False,False,False,False,False,False,False,True
False,True,30,True,0.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,False,41,True,8.0,Low,2.0,False,False,False,True,False,False,False,False,False
True,False,40,True,1.0,Low,1.0,False,True,False,False,False,False,False,False,False
True,True,47,False,1.0,Average,4.0,False,False,True,False,False,False,False,False,False
False,True,40,True,2.0,Average,5.0,False,False,False,True,False,False,False,False,False
True,True,53,False,0.0,Average,3.0,False,False,True,False,False,False,False,False,False
False,True,60,True,1.0,Low,2.0,True,False,False,False,False,False,False,False,False
True,False,27,True,8.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,43,True,2.0,Low,2.0,True,False,False,False,False,False,False,False,False
True,False,33,True,7.0,Low,3.0,False,False,False,False,False,False,True,False,False
False,True,56,True,0.0,Average,2.0,False,False,False,True,False,False,False,False,False
False,True,70,True,1.0,High,2.0,False,False,False,False,True,False,False,False,False
False,True,70,False,1.0,High,2.0,False,True,False,False,False,False,False,False,False
True,False,40,True,6.0,Low,3.0,False,False,True,False,False,False,False,False,False
True,False,29,True,1.0,Low,4.0,False,False,False,False,False,True,False,False,False
True,True,40,True,0.0,Average,2.0,False,False,True,False,False,False,False,False,False
False,True,82,True,1.0,Low,1.0,False,False,False,False,False,False,False,True,False
True,False,38,True,7.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,39,True,0.0,Average,3.0,False,True,False,False,False,False,False,False,False
False,True,39,True,0.0,Average,2.0,True,False,False,False,False,False,False,False,False
False,False,47,True,0.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,True,75,True,0.0,High,2.0,False,False,False,False,False,False,False,True,False
True,True,37,False,0.0,Low,4.0,False,False,False,False,False,False,False,False,True
False,True,84,False,1.0,High,2.0,False,False,False,False,False,False,False,True,False
True,False,42,True,6.0,Low,2.0,False,False,False,True,False,False,False,False,False
False,True,39,True,0.0,Average,2.0,False,True,False,False,False,False,False,False,False
False,True,42,True,0.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,True,40,True,1.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,False,52,True,1.0,Low,1.0,False,True,False,False,False,False,False,False,False
False,False,52,False,5.0,Low,1.0,True,False,False,False,False,False,False,False,False
False,False,31,True,0.0,Low,4.0,False,False,False,True,False,False,False,False,False
False,True,37,True,1.0,Low,2.0,False,False,False,False,False,False,False,False,True
False,False,27,True,3.0,Low,1.0,True,False,False,False,False,False,False,False,False
True,False,35,True,4.0,Low,4.0,False,False,True,False,False,False,False,False,False
False,True,79,True,0.0,High,2.0,True,False,False,False,False,False,False,False,False
True,False,28,True,1.0,Low,4.0,False,True,False,False,False,False,False,False,False
False,False,31,False,0.0,Low,4.0,False,False,False,False,False,True,False,False,False
False,True,88,False,0.0,High,3.0,False,False,False,False,True,False,False,False,False
True,False,51,True,4.0,Low,1.0,False,False,False,True,False,False,False,False,False
True,True,53,True,0.0,Average,2.0,True,False,False,False,False,False,False,False,False
True,False,43,True,8.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,True,55,False,0.0,Low,2.0,False,False,False,False,True,False,False,False,False
False,False,35,True,4.0,Low,2.0,True,False,False,False,False,False,False,False,False
True,True,25,False,1.0,Average,2.0,False,False,True,False,False,False,False,False,False
False,True,58,True,6.0,Average,4.0,True,False,False,False,False,False,False,False,False
True,False,32,True,1.0,Low,6.0,False,True,False,False,False,False,False,False,False
True,True,49,False,1.0,Average,4.0,True,False,False,False,False,False,False,False,False
True,True,53,False,9.0,High,2.0,False,False,False,True,False,False,False,False,False
True,True,31,False,9.0,Low,4.0,False,False,True,False,False,False,False,False,False
False,False,39,True,1.0,Low,2.0,True,False,False,False,False,False,False,False,False
False,False,42,True,1.0,Low,1.0,False,False,False,True,False,False,False,False,False
False,False,20,False,1.0,Low,5.0,False,False,False,False,False,True,False,False,False
